num,tar,contr,v1,v2,pid_v1,pid_v2,pid_out,pid_in
4096,0.000,0.000,-0.000,0.000,10.114,3.248,-10.082,-0.700
4097,0.000,-0.000,-0.000,-0.000,10.147,3.241,-10.114,-0.703
4098,0.000,0.000,-0.000,0.000,10.179,3.234,-10.147,-0.705
4099,0.000,-0.000,0.000,-0.000,10.212,3.227,-10.179,-0.707
4100,0.000,0.000,-0.000,-0.000,10.244,3.220,-10.212,-0.709
4101,0.000,0.000,-0.000,0.000,10.276,3.213,-10.244,-0.712
4102,0.000,-0.000,0.000,-0.000,10.308,3.206,-10.276,-0.714
4103,0.000,0.000,0.000,-0.000,10.340,3.198,-10.308,-0.716
4104,0.000,0.000,-0.000,0.000,10.372,3.191,-10.340,-0.719
4105,0.000,-0.000,0.000,-0.000,10.404,3.184,-10.372,-0.721
4106,0.000,0.000,-0.000,0.000,10.436,3.177,-10.404,-0.723
4107,0.000,-0.000,-0.000,-0.000,10.468,3.170,-10.436,-0.725
4108,0.000,0.000,-0.000,0.000,10.499,3.162,-10.468,-0.728
4109,0.000,-0.000,0.000,-0.000,10.531,3.155,-10.499,-0.730
4110,0.000,0.000,0.000,-0.000,10.563,3.148,-10.531,-0.732
4111,0.000,0.000,-0.000,0.000,10.594,3.140,-10.563,-0.734
4112,0.000,-0.000,0.000,-0.000,10.625,3.133,-10.594,-0.736
4113,0.000,0.000,-0.000,0.000,10.657,3.126,-10.625,-0.739
4114,0.000,-0.000,-0.000,-0.000,10.688,3.118,-10.657,-0.741
4115,0.000,0.000,-0.000,0.000,10.719,3.111,-10.688,-0.743
4116,0.000,-0.000,0.000,-0.000,10.750,3.103,-10.719,-0.745
4117,0.000,0.000,-0.000,-0.000,10.781,3.096,-10.750,-0.747
4118,0.000,0.000,-0.000,0.000,10.812,3.088,-10.781,-0.750
4119,0.000,-0.000,0.000,-0.000,10.843,3.081,-10.812,-0.752
4120,0.000,0.000,0.000,-0.000,10.874,3.073,-10.843,-0.754
4121,0.000,0.000,-0.000,0.000,10.905,3.066,-10.874,-0.756
4122,0.000,-0.000,0.000,-0.000,10.935,3.058,-10.905,-0.758
4123,0.000,0.000,-0.000,0.000,10.966,3.050,-10.935,-0.760
4124,0.000,-0.000,-0.000,-0.000,10.996,3.043,-10.966,-0.763
4125,0.000,0.000,-0.000,0.000,11.027,3.035,-10.996,-0.765
4126,0.000,-0.000,0.000,-0.000,11.057,3.028,-11.027,-0.767
4127,0.000,0.000,0.000,-0.000,11.088,3.020,-11.057,-0.769
4128,0.000,0.000,-0.000,0.000,11.118,3.012,-11.088,-0.771
4129,0.000,-0.000,0.000,-0.000,11.148,3.004,-11.118,-0.773
4130,0.000,0.000,-0.000,0.000,11.178,2.997,-11.148,-0.775
4131,0.000,-0.000,-0.000,-0.000,11.208,2.989,-11.178,-0.778
4132,0.000,0.000,-0.000,0.000,11.238,2.981,-11.208,-0.780
4133,0.000,-0.000,0.000,-0.000,11.268,2.973,-11.238,-0.782
4134,0.000,0.000,0.000,-0.000,11.297,2.965,-11.268,-0.784
4135,0.000,0.000,-0.000,0.000,11.327,2.958,-11.297,-0.786
4136,0.000,-0.000,0.000,-0.000,11.356,2.950,-11.327,-0.788
4137,0.000,0.000,-0.000,0.000,11.386,2.942,-11.356,-0.790
4138,0.000,-0.000,-0.000,-0.000,11.415,2.934,-11.386,-0.792
4139,0.000,0.000,-0.000,0.000,11.445,2.926,-11.415,-0.794
4140,0.000,-0.000,0.000,-0.000,11.474,2.918,-11.445,-0.796
4141,0.000,0.000,-0.000,-0.000,11.503,2.910,-11.474,-0.798
4142,0.000,0.000,-0.000,0.000,11.532,2.902,-11.503,-0.800
4143,0.000,-0.000,0.000,-0.000,11.561,2.894,-11.532,-0.802
4144,0.000,0.000,0.000,-0.000,11.590,2.886,-11.561,-0.805
4145,0.000,0.000,-0.000,0.000,11.619,2.878,-11.590,-0.807
4146,0.000,-0.000,0.000,-0.000,11.648,2.870,-11.619,-0.809
4147,0.000,0.000,-0.000,0.000,11.677,2.862,-11.648,-0.811
4148,0.000,-0.000,-0.000,-0.000,11.705,2.854,-11.677,-0.813
4149,0.000,0.000,-0.000,0.000,11.734,2.845,-11.705,-0.815
4150,0.000,-0.000,0.000,-0.000,11.762,2.837,-11.734,-0.817
4151,0.000,0.000,0.000,-0.000,11.791,2.829,-11.762,-0.819
4152,0.000,0.000,-0.000,0.000,11.819,2.821,-11.791,-0.821
4153,0.000,-0.000,0.000,-0.000,11.847,2.813,-11.819,-0.823
4154,0.000,0.000,-0.000,0.000,11.875,2.804,-11.847,-0.825
4155,0.000,-0.000,-0.000,-0.000,11.903,2.796,-11.875,-0.827
4156,0.000,0.000,-0.000,0.000,11.931,2.788,-11.903,-0.829
4157,0.000,-0.000,0.000,-0.000,11.959,2.779,-11.931,-0.831
4158,0.000,0.000,-0.000,-0.000,11.987,2.771,-11.959,-0.833
4159,0.000,0.000,-0.000,0.000,12.015,2.763,-11.987,-0.835
4160,0.000,-0.000,0.000,-0.000,12.042,2.754,-12.015,-0.836
4161,0.000,0.000,0.000,-0.000,12.070,2.746,-12.042,-0.838
4162,0.000,0.000,-0.000,0.000,12.097,2.738,-12.070,-0.840
4163,0.000,-0.000,0.000,-0.000,12.125,2.729,-12.097,-0.842
4164,0.000,0.000,-0.000,0.000,12.152,2.721,-12.125,-0.844
4165,0.000,-0.000,-0.000,-0.000,12.179,2.712,-12.152,-0.846
4166,0.000,0.000,-0.000,0.000,12.206,2.704,-12.179,-0.848
4167,0.000,-0.000,0.000,-0.000,12.233,2.695,-12.206,-0.850
4168,0.000,0.000,0.000,-0.000,12.260,2.687,-12.233,-0.852
4169,0.000,0.000,-0.000,0.000,12.287,2.678,-12.260,-0.854
4170,0.000,-0.000,0.000,-0.000,12.314,2.670,-12.287,-0.856
4171,0.000,0.000,-0.000,0.000,12.341,2.661,-12.314,-0.858
4172,0.000,-0.000,-0.000,-0.000,12.367,2.653,-12.341,-0.859
4173,0.000,0.000,-0.000,0.000,12.394,2.644,-12.367,-0.861
4174,0.000,-0.000,0.000,-0.000,12.420,2.635,-12.394,-0.863
4175,0.000,0.000,0.000,-0.000,12.446,2.627,-12.420,-0.865
4176,0.000,0.000,-0.000,0.000,12.473,2.618,-12.446,-0.867
4177,0.000,-0.000,0.000,-0.000,12.499,2.609,-12.473,-0.869
4178,0.000,0.000,0.000,-0.000,12.525,2.601,-12.499,-0.871
4179,0.000,0.000,-0.000,0.000,12.551,2.592,-12.525,-0.872
4180,0.000,-0.000,0.000,-0.000,12.577,2.583,-12.551,-0.874
4181,0.000,0.000,-0.000,0.000,12.603,2.574,-12.577,-0.876
4182,0.000,-0.000,-0.000,-0.000,12.629,2.566,-12.603,-0.878
4183,0.000,0.000,-0.000,0.000,12.654,2.557,-12.629,-0.880
4184,0.000,-0.000,0.000,-0.000,12.680,2.548,-12.654,-0.882
4185,0.000,0.000,0.000,-0.000,12.705,2.539,-12.680,-0.883
4186,0.000,0.000,-0.000,0.000,12.731,2.530,-12.705,-0.885
4187,0.000,-0.000,0.000,-0.000,12.756,2.521,-12.731,-0.887
4188,0.000,0.000,-0.000,0.000,12.781,2.513,-12.756,-0.889
4189,0.000,-0.000,-0.000,-0.000,12.806,2.504,-12.781,-0.891
4190,0.000,0.000,-0.000,0.000,12.831,2.495,-12.806,-0.892
4191,0.000,-0.000,0.000,-0.000,12.856,2.486,-12.831,-0.894
4192,0.000,0.000,0.000,-0.000,12.881,2.477,-12.856,-0.896
4193,0.000,0.000,-0.000,0.000,12.906,2.468,-12.881,-0.898
4194,0.000,-0.000,0.000,-0.000,12.931,2.459,-12.906,-0.899
4195,0.000,0.000,-0.000,0.000,12.955,2.450,-12.931,-0.901
4196,0.000,-0.000,-0.000,-0.000,12.980,2.441,-12.955,-0.903
4197,0.000,0.000,-0.000,0.000,13.004,2.432,-12.980,-0.905
4198,0.000,-0.000,0.000,-0.000,13.028,2.423,-13.004,-0.906
4199,0.000,0.000,-0.000,-0.000,13.053,2.414,-13.028,-0.908
4200,0.000,0.000,-0.000,0.000,13.077,2.405,-13.053,-0.910
4201,0.000,-0.000,0.000,-0.000,13.101,2.395,-13.077,-0.911
4202,0.000,0.000,0.000,-0.000,13.125,2.386,-13.101,-0.913
4203,0.000,0.000,-0.000,0.000,13.149,2.377,-13.125,-0.915
4204,0.000,-0.000,0.000,-0.000,13.172,2.368,-13.149,-0.916
4205,0.000,0.000,-0.000,0.000,13.196,2.359,-13.172,-0.918
4206,0.000,-0.000,-0.000,-0.000,13.220,2.350,-13.196,-0.920
4207,0.000,0.000,-0.000,0.000,13.243,2.340,-13.220,-0.921
4208,0.000,-0.000,0.000,-0.000,13.267,2.331,-13.243,-0.923
4209,0.000,0.000,0.000,-0.000,13.290,2.322,-13.267,-0.925
4210,0.000,0.000,-0.000,0.000,13.313,2.313,-13.290,-0.926
4211,0.000,-0.000,0.000,-0.000,13.336,2.303,-13.313,-0.928
4212,0.000,0.000,-0.000,0.000,13.359,2.294,-13.336,-0.930
4213,0.000,-0.000,-0.000,-0.000,13.382,2.285,-13.359,-0.931
4214,0.000,0.000,-0.000,0.000,13.405,2.275,-13.382,-0.933
4215,0.000,-0.000,0.000,-0.000,13.428,2.266,-13.405,-0.935
4216,0.000,0.000,-0.000,-0.000,13.450,2.257,-13.428,-0.936
4217,0.000,0.000,-0.000,0.000,13.473,2.247,-13.450,-0.938
4218,0.000,-0.000,0.000,-0.000,13.495,2.238,-13.473,-0.939
4219,0.000,0.000,0.000,-0.000,13.518,2.229,-13.495,-0.941
4220,0.000,0.000,-0.000,0.000,13.540,2.219,-13.518,-0.943
4221,0.000,-0.000,0.000,-0.000,13.562,2.210,-13.540,-0.944
4222,0.000,0.000,-0.000,0.000,13.584,2.200,-13.562,-0.946
4223,0.000,-0.000,-0.000,-0.000,13.606,2.191,-13.584,-0.947
4224,0.000,0.000,-0.000,0.000,13.628,2.181,-13.606,-0.949
4225,0.000,-0.000,0.000,-0.000,13.650,2.172,-13.628,-0.950
4226,0.000,0.000,0.000,-0.000,13.672,2.162,-13.650,-0.952
4227,0.000,0.000,-0.000,0.000,13.693,2.153,-13.672,-0.953
4228,0.000,-0.000,0.000,-0.000,13.715,2.143,-13.693,-0.955
4229,0.000,0.000,-0.000,0.000,13.736,2.134,-13.715,-0.956
4230,0.000,-0.000,-0.000,-0.000,13.758,2.124,-13.736,-0.958
4231,0.000,0.000,-0.000,0.000,13.779,2.114,-13.758,-0.960
4232,0.000,-0.000,0.000,-0.000,13.800,2.105,-13.779,-0.961
4233,0.000,0.000,0.000,-0.000,13.821,2.095,-13.800,-0.963
4234,0.000,0.000,-0.000,0.000,13.842,2.085,-13.821,-0.964
4235,0.000,-0.000,0.000,-0.000,13.863,2.076,-13.842,-0.965
4236,0.000,0.000,-0.000,0.000,13.884,2.066,-13.863,-0.967
4237,0.000,-0.000,-0.000,-0.000,13.904,2.056,-13.884,-0.968
4238,0.000,0.000,-0.000,0.000,13.925,2.047,-13.904,-0.970
4239,0.000,-0.000,0.000,-0.000,13.945,2.037,-13.925,-0.971
4240,0.000,0.000,-0.000,-0.000,13.966,2.027,-13.945,-0.973
4241,0.000,0.000,-0.000,0.000,13.986,2.018,-13.966,-0.974
4242,0.000,-0.000,0.000,-0.000,14.006,2.008,-13.986,-0.976
4243,0.000,0.000,0.000,-0.000,14.026,1.998,-14.006,-0.977
4244,0.000,0.000,-0.000,0.000,14.046,1.988,-14.026,-0.979
4245,0.000,-0.000,0.000,-0.000,14.066,1.978,-14.046,-0.980
4246,0.000,0.000,-0.000,0.000,14.086,1.969,-14.066,-0.981
4247,0.000,-0.000,-0.000,-0.000,14.106,1.959,-14.086,-0.983
4248,0.000,0.000,-0.000,0.000,14.125,1.949,-14.106,-0.984
4249,0.000,-0.000,0.000,-0.000,14.145,1.939,-14.125,-0.986
4250,0.000,0.000,0.000,-0.000,14.164,1.929,-14.145,-0.987
4251,0.000,0.000,-0.000,0.000,14.183,1.919,-14.164,-0.988
4252,0.000,-0.000,0.000,-0.000,14.203,1.910,-14.183,-0.990
4253,0.000,0.000,-0.000,0.000,14.222,1.900,-14.203,-0.991
4254,0.000,-0.000,-0.000,-0.000,14.241,1.890,-14.222,-0.992
4255,0.000,0.000,-0.000,0.000,14.260,1.880,-14.241,-0.994
4256,0.000,-0.000,0.000,-0.000,14.278,1.870,-14.260,-0.995
4257,0.000,0.000,-0.000,-0.000,14.297,1.860,-14.278,-0.996
4258,0.000,0.000,-0.000,0.000,14.316,1.850,-14.297,-0.998
4259,0.000,-0.000,0.000,-0.000,14.334,1.840,-14.316,-0.999
4260,0.000,0.000,0.000,-0.000,14.353,1.830,-14.334,-1.000
4261,0.000,0.000,-0.000,0.000,14.371,1.820,-14.353,-1.002
4262,0.000,-0.000,0.000,-0.000,14.389,1.810,-14.371,-1.003
4263,0.000,0.000,-0.000,0.000,14.407,1.800,-14.389,-1.004
4264,0.000,-0.000,-0.000,-0.000,14.425,1.790,-14.407,-1.006
4265,0.000,0.000,-0.000,0.000,14.443,1.780,-14.425,-1.007
4266,0.000,-0.000,0.000,-0.000,14.461,1.770,-14.443,-1.008
4267,0.000,0.000,0.000,-0.000,14.479,1.759,-14.461,-1.009
4268,0.000,0.000,-0.000,0.000,14.496,1.749,-14.479,-1.011
4269,0.000,-0.000,0.000,-0.000,14.514,1.739,-14.496,-1.012
4270,0.000,0.000,-0.000,0.000,14.531,1.729,-14.514,-1.013
4271,0.000,-0.000,-0.000,-0.000,14.548,1.719,-14.531,-1.014
4272,0.000,0.000,-0.000,0.000,14.566,1.709,-14.548,-1.016
4273,0.000,-0.000,0.000,-0.000,14.583,1.699,-14.566,-1.017
4274,0.000,0.000,-0.000,-0.000,14.600,1.688,-14.583,-1.018
4275,0.000,0.000,-0.000,0.000,14.617,1.678,-14.600,-1.019
4276,0.000,-0.000,0.000,-0.000,14.633,1.668,-14.617,-1.020
4277,0.000,0.000,0.000,-0.000,14.650,1.658,-14.633,-1.022
4278,0.000,0.000,-0.000,0.000,14.667,1.648,-14.650,-1.023
4279,0.000,-0.000,0.000,-0.000,14.683,1.637,-14.667,-1.024
4280,0.000,0.000,-0.000,0.000,14.699,1.627,-14.683,-1.025
4281,0.000,-0.000,-0.000,-0.000,14.716,1.617,-14.699,-1.026
4282,0.000,0.000,-0.000,0.000,14.732,1.607,-14.716,-1.027
4283,0.000,-0.000,0.000,-0.000,14.748,1.596,-14.732,-1.029
4284,0.000,0.000,0.000,-0.000,14.764,1.586,-14.748,-1.030
4285,0.000,0.000,-0.000,0.000,14.780,1.576,-14.764,-1.031
4286,0.000,-0.000,0.000,-0.000,14.795,1.565,-14.780,-1.032
4287,0.000,0.000,-0.000,0.000,14.811,1.555,-14.795,-1.033
4288,0.000,-0.000,-0.000,-0.000,14.827,1.545,-14.811,-1.034
4289,0.000,0.000,-0.000,0.000,14.842,1.534,-14.827,-1.035
4290,0.000,-0.000,0.000,-0.000,14.857,1.524,-14.842,-1.036
4291,0.000,0.000,0.000,-0.000,14.873,1.514,-14.857,-1.037
4292,0.000,0.000,-0.000,0.000,14.888,1.503,-14.873,-1.039
4293,0.000,-0.000,0.000,-0.000,14.903,1.493,-14.888,-1.040
4294,0.000,0.000,-0.000,0.000,14.918,1.482,-14.903,-1.041
4295,0.000,-0.000,-0.000,-0.000,14.933,1.472,-14.918,-1.042
4296,0.000,0.000,-0.000,0.000,14.947,1.462,-14.933,-1.043
4297,0.000,-0.000,0.000,-0.000,14.962,1.451,-14.947,-1.044
4298,0.000,0.000,-0.000,-0.000,14.976,1.441,-14.962,-1.045
4299,0.000,0.000,-0.000,0.000,14.991,1.430,-14.976,-1.046
4300,0.000,-0.000,0.000,-0.000,15.005,1.420,-14.991,-1.047
4301,0.000,0.000,0.000,-0.000,15.019,1.409,-15.005,-1.048
4302,0.000,0.000,-0.000,0.000,15.033,1.399,-15.019,-1.049
4303,0.000,-0.000,0.000,-0.000,15.047,1.388,-15.033,-1.050
4304,0.000,0.000,-0.000,0.000,15.061,1.378,-15.047,-1.051
4305,0.000,-0.000,-0.000,-0.000,15.075,1.367,-15.061,-1.052
4306,0.000,0.000,-0.000,0.000,15.089,1.357,-15.075,-1.053
4307,0.000,-0.000,0.000,-0.000,15.102,1.346,-15.089,-1.054
4308,0.000,0.000,0.000,-0.000,15.116,1.336,-15.102,-1.055
4309,0.000,0.000,-0.000,0.000,15.129,1.325,-15.116,-1.056
4310,0.000,-0.000,0.000,-0.000,15.142,1.315,-15.129,-1.057
4311,0.000,0.000,-0.000,0.000,15.156,1.304,-15.142,-1.058
4312,0.000,-0.000,-0.000,-0.000,15.169,1.293,-15.156,-1.059
4313,0.000,0.000,-0.000,0.000,15.182,1.283,-15.169,-1.060
4314,0.000,-0.000,0.000,-0.000,15.194,1.272,-15.182,-1.061
4315,0.000,0.000,-0.000,-0.000,15.207,1.262,-15.194,-1.061
4316,0.000,0.000,-0.000,0.000,15.220,1.251,-15.207,-1.062
4317,0.000,-0.000,0.000,-0.000,15.232,1.240,-15.220,-1.063
4318,0.000,0.000,0.000,-0.000,15.245,1.230,-15.232,-1.064
4319,0.000,0.000,-0.000,0.000,15.257,1.219,-15.245,-1.065
4320,0.000,-0.000,0.000,-0.000,15.269,1.208,-15.257,-1.066
4321,0.000,0.000,-0.000,0.000,15.281,1.198,-15.269,-1.067
4322,0.000,-0.000,-0.000,-0.000,15.293,1.187,-15.281,-1.068
4323,0.000,0.000,-0.000,0.000,15.305,1.176,-15.293,-1.069
4324,0.000,-0.000,0.000,-0.000,15.317,1.166,-15.305,-1.069
4325,0.000,0.000,0.000,-0.000,15.328,1.155,-15.317,-1.070
4326,0.000,0.000,-0.000,0.000,15.340,1.144,-15.328,-1.071
4327,0.000,-0.000,0.000,-0.000,15.351,1.133,-15.340,-1.072
4328,0.000,0.000,-0.000,0.000,15.363,1.123,-15.351,-1.073
4329,0.000,-0.000,-0.000,-0.000,15.374,1.112,-15.363,-1.074
4330,0.000,0.000,-0.000,0.000,15.385,1.101,-15.374,-1.074
4331,0.000,-0.000,0.000,-0.000,15.396,1.091,-15.385,-1.075
4332,0.000,0.000,0.000,-0.000,15.407,1.080,-15.396,-1.076
4333,0.000,0.000,-0.000,0.000,15.418,1.069,-15.407,-1.077
4334,0.000,-0.000,0.000,-0.000,15.429,1.058,-15.418,-1.077
4335,0.000,0.000,-0.000,0.000,15.439,1.047,-15.429,-1.078
4336,0.000,-0.000,-0.000,-0.000,15.450,1.037,-15.439,-1.079
4337,0.000,0.000,-0.000,0.000,15.460,1.026,-15.450,-1.080
4338,0.000,-0.000,0.000,-0.000,15.470,1.015,-15.460,-1.080
4339,0.000,0.000,-0.000,-0.000,15.480,1.004,-15.470,-1.081
4340,0.000,0.000,-0.000,0.000,15.490,0.993,-15.480,-1.082
4341,0.000,-0.000,0.000,-0.000,15.500,0.983,-15.490,-1.083
4342,0.000,0.000,0.000,-0.000,15.510,0.972,-15.500,-1.083
4343,0.000,0.000,-0.000,0.000,15.520,0.961,-15.510,-1.084
4344,0.000,-0.000,0.000,-0.000,15.530,0.950,-15.520,-1.085
4345,0.000,0.000,-0.000,0.000,15.539,0.939,-15.530,-1.085
4346,0.000,-0.000,-0.000,-0.000,15.548,0.928,-15.539,-1.086
4347,0.000,0.000,-0.000,0.000,15.558,0.917,-15.548,-1.087
4348,0.000,-0.000,0.000,-0.000,15.567,0.907,-15.558,-1.087
4349,0.000,0.000,0.000,-0.000,15.576,0.896,-15.567,-1.088
4350,0.000,0.000,-0.000,0.000,15.585,0.885,-15.576,-1.089
4351,0.000,-0.000,0.000,-0.000,15.594,0.874,-15.585,-1.089
4352,0.000,0.000,-0.000,0.000,15.602,0.863,-15.594,-1.090
4353,0.000,-0.000,-0.000,-0.000,15.611,0.852,-15.602,-1.091
4354,0.000,0.000,-0.000,0.000,15.620,0.841,-15.611,-1.091
4355,0.000,-0.000,0.000,-0.000,15.628,0.830,-15.620,-1.092
4356,0.000,0.000,-0.000,-0.000,15.636,0.819,-15.628,-1.093
4357,0.000,0.000,-0.000,0.000,15.645,0.808,-15.636,-1.093
4358,0.000,-0.000,0.000,-0.000,15.653,0.798,-15.645,-1.094
4359,0.000,0.000,0.000,-0.000,15.661,0.787,-15.653,-1.094
4360,0.000,0.000,-0.000,0.000,15.668,0.776,-15.661,-1.095
4361,0.000,-0.000,0.000,-0.000,15.676,0.765,-15.668,-1.095
4362,0.000,0.000,-0.000,0.000,15.684,0.754,-15.676,-1.096
4363,0.000,-0.000,-0.000,-0.000,15.691,0.743,-15.684,-1.097
4364,0.000,0.000,-0.000,0.000,15.699,0.732,-15.691,-1.097
4365,0.000,-0.000,0.000,-0.000,15.706,0.721,-15.699,-1.098
4366,0.000,0.000,0.000,-0.000,15.713,0.710,-15.706,-1.098
4367,0.000,0.000,-0.000,0.000,15.720,0.699,-15.713,-1.099
4368,0.000,-0.000,0.000,-0.000,15.727,0.688,-15.720,-1.099
4369,0.000,0.000,-0.000,0.000,15.734,0.677,-15.727,-1.100
4370,0.000,-0.000,-0.000,-0.000,15.741,0.666,-15.734,-1.100
4371,0.000,0.000,-0.000,0.000,15.748,0.655,-15.741,-1.101
4372,0.000,-0.000,0.000,-0.000,15.754,0.644,-15.748,-1.101
4373,0.000,0.000,-0.000,-0.000,15.761,0.633,-15.754,-1.102
4374,0.000,0.000,-0.000,0.000,15.767,0.622,-15.761,-1.102
4375,0.000,-0.000,0.000,-0.000,15.773,0.611,-15.767,-1.103
4376,0.000,0.000,0.000,-0.000,15.779,0.600,-15.773,-1.103
4377,0.000,0.000,-0.000,0.000,15.785,0.589,-15.779,-1.104
4378,0.000,-0.000,0.000,-0.000,15.791,0.578,-15.785,-1.104
4379,0.000,0.000,-0.000,0.000,15.797,0.567,-15.791,-1.104
4380,0.000,-0.000,-0.000,-0.000,15.803,0.556,-15.797,-1.105
4381,0.000,0.000,-0.000,0.000,15.808,0.545,-15.803,-1.105
4382,0.000,-0.000,0.000,-0.000,15.814,0.533,-15.808,-1.106
4383,0.000,0.000,0.000,-0.000,15.819,0.522,-15.814,-1.106
4384,0.000,0.000,-0.000,0.000,15.824,0.511,-15.819,-1.106
4385,0.000,-0.000,0.000,-0.000,15.829,0.500,-15.824,-1.107
4386,0.000,0.000,-0.000,0.000,15.834,0.489,-15.829,-1.107
4387,0.000,-0.000,-0.000,-0.000,15.839,0.478,-15.834,-1.108
4388,0.000,0.000,-0.000,0.000,15.844,0.467,-15.839,-1.108
4389,0.000,-0.000,0.000,-0.000,15.849,0.456,-15.844,-1.108
4390,0.000,0.000,0.000,-0.000,15.853,0.445,-15.849,-1.109
4391,0.000,0.000,-0.000,0.000,15.858,0.434,-15.853,-1.109
4392,0.000,-0.000,0.000,-0.000,15.862,0.423,-15.858,-1.109
4393,0.000,0.000,-0.000,0.000,15.866,0.412,-15.862,-1.110
4394,0.000,-0.000,-0.000,-0.000,15.870,0.400,-15.866,-1.110
4395,0.000,0.000,-0.000,0.000,15.874,0.389,-15.870,-1.110
4396,0.000,-0.000,0.000,-0.000,15.878,0.378,-15.874,-1.111
4397,0.000,0.000,-0.000,-0.000,15.882,0.367,-15.878,-1.111
4398,0.000,0.000,-0.000,0.000,15.886,0.356,-15.882,-1.111
4399,0.000,-0.000,0.000,-0.000,15.889,0.345,-15.886,-1.111
4400,0.000,0.000,0.000,-0.000,15.893,0.334,-15.889,-1.112
4401,0.000,0.000,-0.000,0.000,15.896,0.323,-15.893,-1.112
4402,0.000,-0.000,0.000,-0.000,15.899,0.312,-15.896,-1.112
4403,0.000,0.000,-0.000,0.000,15.902,0.300,-15.899,-1.112
4404,0.000,-0.000,-0.000,-0.000,15.905,0.289,-15.902,-1.113
4405,0.000,0.000,-0.000,0.000,15.908,0.278,-15.905,-1.113
4406,0.000,-0.000,0.000,-0.000,15.911,0.267,-15.908,-1.113
4407,0.000,0.000,0.000,-0.000,15.914,0.256,-15.911,-1.113
4408,0.000,0.000,-0.000,0.000,15.916,0.245,-15.914,-1.113
4409,0.000,-0.000,0.000,-0.000,15.919,0.234,-15.916,-1.114
4410,0.000,0.000,-0.000,0.000,15.921,0.223,-15.919,-1.114
4411,0.000,-0.000,-0.000,-0.000,15.923,0.211,-15.921,-1.114
4412,0.000,0.000,-0.000,0.000,15.926,0.200,-15.923,-1.114
4413,0.000,-0.000,0.000,-0.000,15.928,0.189,-15.926,-1.114
4414,0.000,0.000,-0.000,-0.000,15.929,0.178,-15.928,-1.115
4415,0.000,0.000,-0.000,0.000,15.931,0.167,-15.929,-1.115
4416,0.000,-0.000,0.000,-0.000,15.933,0.156,-15.931,-1.115
4417,0.000,0.000,0.000,-0.000,15.934,0.145,-15.933,-1.115
4418,0.000,0.000,-0.000,0.000,15.936,0.133,-15.934,-1.115
4419,0.000,-0.000,0.000,-0.000,15.937,0.122,-15.936,-1.115
4420,0.000,0.000,-0.000,0.000,15.938,0.111,-15.937,-1.115
4421,0.000,-0.000,-0.000,-0.000,15.940,0.100,-15.938,-1.115
4422,0.000,0.000,-0.000,0.000,15.941,0.089,-15.940,-1.116
4423,0.000,-0.000,0.000,-0.000,15.941,0.078,-15.941,-1.116
4424,0.000,0.000,0.000,-0.000,15.942,0.066,-15.941,-1.116
4425,0.000,0.000,-0.000,0.000,15.943,0.055,-15.942,-1.116
4426,0.000,-0.000,0.000,-0.000,15.943,0.044,-15.943,-1.116
4427,0.000,0.000,-0.000,0.000,15.944,0.033,-15.943,-1.116
4428,0.000,-0.000,-0.000,-0.000,15.944,0.022,-15.944,-1.116
4429,0.000,0.000,-0.000,0.000,15.944,0.011,-15.944,-1.116
4430,0.000,-0.000,0.000,-0.000,15.944,-0.001,-15.944,-1.116
4431,0.000,0.000,0.000,-0.000,15.944,-0.012,-15.944,-1.116
4432,0.000,0.000,-0.000,0.000,15.944,-0.023,-15.944,-1.116
4433,0.000,-0.000,0.000,-0.000,15.944,-0.034,-15.944,-1.116
4434,0.000,0.000,0.000,-0.000,15.944,-0.045,-15.944,-1.116
4435,0.000,0.000,-0.000,0.000,15.943,-0.056,-15.944,-1.116
4436,0.000,-0.000,0.000,-0.000,15.943,-0.067,-15.943,-1.116
4437,0.000,0.000,-0.000,0.000,15.942,-0.079,-15.943,-1.116
4438,0.000,-0.000,-0.000,-0.000,15.941,-0.090,-15.942,-1.116
4439,0.000,0.000,-0.000,0.000,15.940,-0.101,-15.941,-1.116
4440,0.000,-0.000,0.000,-0.000,15.939,-0.112,-15.940,-1.116
4441,0.000,0.000,0.000,-0.000,15.938,-0.123,-15.939,-1.116
4442,0.000,0.000,-0.000,0.000,15.937,-0.134,-15.938,-1.116
4443,0.000,-0.000,0.000,-0.000,15.936,-0.146,-15.937,-1.116
4444,0.000,0.000,-0.000,0.000,15.934,-0.157,-15.936,-1.116
4445,0.000,-0.000,-0.000,-0.000,15.933,-0.168,-15.934,-1.116
4446,0.000,0.000,-0.000,0.000,15.931,-0.179,-15.933,-1.116
4447,0.000,-0.000,0.000,-0.000,15.929,-0.190,-15.931,-1.115
4448,0.000,0.000,0.000,-0.000,15.927,-0.201,-15.929,-1.115
4449,0.000,0.000,-0.000,0.000,15.925,-0.213,-15.927,-1.115
4450,0.000,-0.000,0.000,-0.000,15.923,-0.224,-15.925,-1.115
4451,0.000,0.000,-0.000,0.000,15.921,-0.235,-15.923,-1.115
4452,0.000,-0.000,-0.000,-0.000,15.919,-0.246,-15.921,-1.115
4453,0.000,0.000,-0.000,0.000,15.916,-0.257,-15.919,-1.115
4454,0.000,-0.000,0.000,-0.000,15.914,-0.268,-15.916,-1.114
4455,0.000,0.000,-0.000,-0.000,15.911,-0.279,-15.914,-1.114
4456,0.000,0.000,-0.000,0.000,15.908,-0.291,-15.911,-1.114
