num,tar,contr,v1,v2,pid_v1,pid_v2,pid_out,pid_in
1053,0.000,0.000,-0.000,0.000,-13.498,1.911,13.517,0.949
1054,0.000,-0.000,0.000,-0.000,-13.479,1.920,13.498,0.948
1055,0.000,0.000,0.000,-0.000,-13.460,1.930,13.479,0.947
1056,0.000,0.000,-0.000,0.000,-13.441,1.939,13.460,0.945
1057,0.000,-0.000,0.000,-0.000,-13.421,1.949,13.441,0.944
1058,0.000,0.000,-0.000,0.000,-13.402,1.958,13.421,0.943
1059,0.000,-0.000,-0.000,-0.000,-13.382,1.967,13.402,0.941
1060,0.000,0.000,-0.000,0.000,-13.363,1.977,13.382,0.940
1061,0.000,-0.000,0.000,-0.000,-13.343,1.986,13.363,0.939
1062,0.000,0.000,0.000,-0.000,-13.323,1.996,13.343,0.937
1063,0.000,0.000,-0.000,0.000,-13.303,2.005,13.323,0.936
1064,0.000,-0.000,0.000,-0.000,-13.283,2.014,13.303,0.934
1065,0.000,0.000,-0.000,0.000,-13.263,2.024,13.283,0.933
1066,0.000,-0.000,-0.000,-0.000,-13.243,2.033,13.263,0.932
1067,0.000,0.000,-0.000,0.000,-13.222,2.042,13.243,0.930
1068,0.000,-0.000,0.000,-0.000,-13.202,2.051,13.222,0.929
1069,0.000,0.000,-0.000,-0.000,-13.181,2.061,13.202,0.927
1070,0.000,0.000,-0.000,0.000,-13.161,2.070,13.181,0.926
1071,0.000,-0.000,0.000,-0.000,-13.140,2.079,13.161,0.925
1072,0.000,0.000,0.000,-0.000,-13.119,2.088,13.140,0.923
1073,0.000,0.000,-0.000,0.000,-13.098,2.098,13.119,0.922
1074,0.000,-0.000,0.000,-0.000,-13.078,2.107,13.098,0.920
1075,0.000,0.000,-0.000,0.000,-13.056,2.116,13.078,0.919
1076,0.000,-0.000,-0.000,-0.000,-13.035,2.125,13.056,0.917
1077,0.000,0.000,-0.000,0.000,-13.014,2.134,13.035,0.916
1078,0.000,-0.000,0.000,-0.000,-12.993,2.144,13.014,0.914
1079,0.000,0.000,0.000,-0.000,-12.971,2.153,12.993,0.913
1080,0.000,0.000,-0.000,0.000,-12.950,2.162,12.971,0.911
1081,0.000,-0.000,0.000,-0.000,-12.928,2.171,12.950,0.910
1082,0.000,0.000,-0.000,0.000,-12.906,2.180,12.928,0.908
1083,0.000,-0.000,-0.000,-0.000,-12.885,2.189,12.906,0.907
1084,0.000,0.000,-0.000,0.000,-12.863,2.198,12.885,0.905
1085,0.000,-0.000,0.000,-0.000,-12.841,2.207,12.863,0.904
1086,0.000,0.000,-0.000,-0.000,-12.819,2.216,12.841,0.902
1087,0.000,0.000,-0.000,0.000,-12.796,2.225,12.819,0.901
1088,0.000,-0.000,0.000,-0.000,-12.774,2.234,12.796,0.899
1089,0.000,0.000,0.000,-0.000,-12.752,2.243,12.774,0.898
1090,0.000,0.000,-0.000,0.000,-12.729,2.252,12.752,0.896
1091,0.000,-0.000,0.000,-0.000,-12.707,2.261,12.729,0.895
1092,0.000,0.000,-0.000,0.000,-12.684,2.270,12.707,0.893
1093,0.000,-0.000,-0.000,-0.000,-12.662,2.279,12.684,0.892
1094,0.000,0.000,-0.000,0.000,-12.639,2.288,12.662,0.890
1095,0.000,-0.000,0.000,-0.000,-12.616,2.297,12.639,0.888
1096,0.000,0.000,0.000,-0.000,-12.593,2.306,12.616,0.887
1097,0.000,0.000,-0.000,0.000,-12.570,2.314,12.593,0.885
1098,0.000,-0.000,0.000,-0.000,-12.547,2.323,12.570,0.884
1099,0.000,0.000,-0.000,0.000,-12.524,2.332,12.547,0.882
1100,0.000,-0.000,-0.000,-0.000,-12.500,2.341,12.524,0.880
1101,0.000,0.000,-0.000,0.000,-12.477,2.350,12.500,0.879
1102,0.000,-0.000,0.000,-0.000,-12.453,2.358,12.477,0.877
1103,0.000,0.000,0.000,-0.000,-12.430,2.367,12.453,0.876
1104,0.000,0.000,-0.000,0.000,-12.406,2.376,12.430,0.874
1105,0.000,-0.000,0.000,-0.000,-12.382,2.385,12.406,0.872
1106,0.000,0.000,0.000,-0.000,-12.358,2.393,12.382,0.871
1107,0.000,0.000,-0.000,0.000,-12.335,2.402,12.358,0.869
1108,0.000,-0.000,0.000,-0.000,-12.311,2.411,12.335,0.867
1109,0.000,0.000,-0.000,0.000,-12.286,2.419,12.311,0.866
1110,0.000,-0.000,-0.000,-0.000,-12.262,2.428,12.286,0.864
1111,0.000,0.000,-0.000,0.000,-12.238,2.437,12.262,0.862
1112,0.000,-0.000,0.000,-0.000,-12.214,2.445,12.238,0.861
1113,0.000,0.000,0.000,-0.000,-12.189,2.454,12.214,0.859
1114,0.000,0.000,-0.000,0.000,-12.165,2.462,12.189,0.857
1115,0.000,-0.000,0.000,-0.000,-12.140,2.471,12.165,0.855
1116,0.000,0.000,-0.000,0.000,-12.115,2.479,12.140,0.854
1117,0.000,-0.000,-0.000,-0.000,-12.090,2.488,12.115,0.852
1118,0.000,0.000,-0.000,0.000,-12.066,2.497,12.090,0.850
1119,0.000,-0.000,0.000,-0.000,-12.041,2.505,12.066,0.849
1120,0.000,0.000,0.000,-0.000,-12.016,2.513,12.041,0.847
1121,0.000,0.000,-0.000,0.000,-11.990,2.522,12.016,0.845
1122,0.000,-0.000,0.000,-0.000,-11.965,2.530,11.990,0.843
1123,0.000,0.000,-0.000,0.000,-11.940,2.539,11.965,0.842
1124,0.000,-0.000,-0.000,-0.000,-11.915,2.547,11.940,0.840
1125,0.000,0.000,-0.000,0.000,-11.889,2.556,11.915,0.838
1126,0.000,-0.000,0.000,-0.000,-11.863,2.564,11.889,0.836
1127,0.000,0.000,-0.000,-0.000,-11.838,2.572,11.863,0.835
1128,0.000,0.000,-0.000,0.000,-11.812,2.581,11.838,0.833
1129,0.000,-0.000,0.000,-0.000,-11.786,2.589,11.812,0.831
1130,0.000,0.000,0.000,-0.000,-11.760,2.597,11.786,0.829
1131,0.000,0.000,-0.000,0.000,-11.734,2.605,11.760,0.827
1132,0.000,-0.000,0.000,-0.000,-11.708,2.614,11.734,0.826
1133,0.000,0.000,-0.000,0.000,-11.682,2.622,11.708,0.824
1134,0.000,-0.000,-0.000,-0.000,-11.656,2.630,11.682,0.822
1135,0.000,0.000,-0.000,0.000,-11.630,2.638,11.656,0.820
1136,0.000,-0.000,0.000,-0.000,-11.603,2.647,11.630,0.818
1137,0.000,0.000,0.000,-0.000,-11.577,2.655,11.603,0.817
1138,0.000,0.000,-0.000,0.000,-11.550,2.663,11.577,0.815
1139,0.000,-0.000,0.000,-0.000,-11.524,2.671,11.550,0.813
1140,0.000,0.000,-0.000,0.000,-11.497,2.679,11.524,0.811
1141,0.000,-0.000,-0.000,-0.000,-11.470,2.687,11.497,0.809
1142,0.000,0.000,-0.000,0.000,-11.443,2.695,11.470,0.807
1143,0.000,-0.000,0.000,-0.000,-11.416,2.703,11.443,0.805
1144,0.000,0.000,-0.000,-0.000,-11.389,2.711,11.416,0.804
1145,0.000,0.000,-0.000,0.000,-11.362,2.719,11.389,0.802
1146,0.000,-0.000,0.000,-0.000,-11.335,2.727,11.362,0.800
1147,0.000,0.000,0.000,-0.000,-11.308,2.735,11.335,0.798
1148,0.000,0.000,-0.000,0.000,-11.280,2.743,11.308,0.796
1149,0.000,-0.000,0.000,-0.000,-11.253,2.751,11.280,0.794
1150,0.000,0.000,-0.000,0.000,-11.225,2.759,11.253,0.792
1151,0.000,-0.000,-0.000,-0.000,-11.198,2.767,11.225,0.790
1152,0.000,0.000,-0.000,0.000,-11.170,2.775,11.198,0.788
1153,0.000,-0.000,0.000,-0.000,-11.142,2.783,11.170,0.786
1154,0.000,0.000,0.000,-0.000,-11.115,2.791,11.142,0.784
1155,0.000,0.000,-0.000,0.000,-11.087,2.799,11.115,0.783
1156,0.000,-0.000,0.000,-0.000,-11.059,2.806,11.087,0.781
1157,0.000,0.000,-0.000,0.000,-11.031,2.814,11.059,0.779
1158,0.000,-0.000,-0.000,-0.000,-11.003,2.822,11.031,0.777
1159,0.000,0.000,-0.000,0.000,-10.974,2.830,11.003,0.775
1160,0.000,-0.000,0.000,-0.000,-10.946,2.837,10.974,0.773
1161,0.000,0.000,0.000,-0.000,-10.918,2.845,10.946,0.771
1162,0.000,0.000,-0.000,0.000,-10.889,2.853,10.918,0.769
1163,0.000,-0.000,0.000,-0.000,-10.861,2.860,10.889,0.767
1164,0.000,0.000,-0.000,0.000,-10.832,2.868,10.861,0.765
1165,0.000,-0.000,-0.000,-0.000,-10.803,2.876,10.832,0.763
1166,0.000,0.000,-0.000,0.000,-10.775,2.883,10.803,0.761
1167,0.000,-0.000,0.000,-0.000,-10.746,2.891,10.775,0.759
1168,0.000,0.000,-0.000,-0.000,-10.717,2.898,10.746,0.757
1169,0.000,0.000,-0.000,0.000,-10.688,2.906,10.717,0.755
1170,0.000,-0.000,0.000,-0.000,-10.659,2.914,10.688,0.753
1171,0.000,0.000,0.000,-0.000,-10.630,2.921,10.659,0.751
1172,0.000,0.000,-0.000,0.000,-10.601,2.929,10.630,0.749
1173,0.000,-0.000,0.000,-0.000,-10.571,2.936,10.601,0.747
1174,0.000,0.000,-0.000,0.000,-10.542,2.943,10.571,0.745
1175,0.000,-0.000,-0.000,-0.000,-10.512,2.951,10.542,0.743
1176,0.000,0.000,-0.000,0.000,-10.483,2.958,10.512,0.741
1177,0.000,-0.000,0.000,-0.000,-10.453,2.966,10.483,0.739
1178,0.000,0.000,0.000,-0.000,-10.424,2.973,10.453,0.737
1179,0.000,0.000,-0.000,0.000,-10.394,2.980,10.424,0.734
1180,0.000,-0.000,0.000,-0.000,-10.364,2.988,10.394,0.732
1181,0.000,0.000,-0.000,0.000,-10.334,2.995,10.364,0.730
1182,0.000,-0.000,-0.000,-0.000,-10.304,3.002,10.334,0.728
1183,0.000,0.000,-0.000,0.000,-10.274,3.010,10.304,0.726
1184,0.000,-0.000,0.000,-0.000,-10.244,3.017,10.274,0.724
1185,0.000,0.000,-0.000,-0.000,-10.214,3.024,10.244,0.722
1186,0.000,0.000,-0.000,0.000,-10.184,3.031,10.214,0.720
1187,0.000,-0.000,0.000,-0.000,-10.153,3.038,10.184,0.718
1188,0.000,0.000,0.000,-0.000,-10.123,3.046,10.153,0.716
1189,0.000,0.000,-0.000,0.000,-10.093,3.053,10.123,0.714
1190,0.000,-0.000,0.000,-0.000,-10.062,3.060,10.093,0.711
1191,0.000,0.000,-0.000,0.000,-10.032,3.067,10.062,0.709
1192,0.000,-0.000,-0.000,-0.000,-10.001,3.074,10.032,0.707
1193,0.000,0.000,-0.000,0.000,-9.970,3.081,10.001,0.705
1194,0.000,-0.000,0.000,-0.000,-9.939,3.088,9.970,0.703
1195,0.000,0.000,0.000,-0.000,-9.908,3.095,9.939,0.701
1196,0.000,0.000,-0.000,0.000,-9.877,3.102,9.908,0.699
1197,0.000,-0.000,0.000,-0.000,-9.846,3.109,9.877,0.696
1198,0.000,0.000,-0.000,0.000,-9.815,3.116,9.846,0.694
1199,0.000,-0.000,-0.000,-0.000,-9.784,3.123,9.815,0.692
1200,0.000,0.000,-0.000,0.000,-9.753,3.130,9.784,0.690
1201,0.000,-0.000,0.000,-0.000,-9.722,3.137,9.753,0.688
1202,0.000,0.000,-0.000,-0.000,-9.690,3.143,9.722,0.686
1203,0.000,0.000,-0.000,0.000,-9.659,3.150,9.690,0.683
1204,0.000,-0.000,0.000,-0.000,-9.627,3.157,9.659,0.681
1205,0.000,0.000,0.000,-0.000,-9.596,3.164,9.627,0.679
1206,0.000,0.000,-0.000,0.000,-9.564,3.171,9.596,0.677
1207,0.000,-0.000,0.000,-0.000,-9.532,3.177,9.564,0.675
1208,0.000,0.000,-0.000,0.000,-9.501,3.184,9.532,0.672
1209,0.000,-0.000,-0.000,-0.000,-9.469,3.191,9.501,0.670
1210,0.000,0.000,-0.000,0.000,-9.437,3.198,9.469,0.668
1211,0.000,-0.000,0.000,-0.000,-9.405,3.204,9.437,0.666
1212,0.000,0.000,0.000,-0.000,-9.373,3.211,9.405,0.664
1213,0.000,0.000,-0.000,0.000,-9.341,3.217,9.373,0.661
1214,0.000,-0.000,0.000,-0.000,-9.309,3.224,9.341,0.659
1215,0.000,0.000,-0.000,0.000,-9.276,3.231,9.309,0.657
1216,0.000,-0.000,-0.000,-0.000,-9.244,3.237,9.276,0.655
1217,0.000,0.000,-0.000,0.000,-9.212,3.244,9.244,0.652
1218,0.000,-0.000,0.000,-0.000,-9.179,3.250,9.212,0.650
1219,0.000,0.000,0.000,-0.000,-9.147,3.257,9.179,0.648
1220,0.000,0.000,-0.000,0.000,-9.114,3.263,9.147,0.646
1221,0.000,-0.000,0.000,-0.000,-9.082,3.270,9.114,0.643
1222,0.000,0.000,-0.000,0.000,-9.049,3.276,9.082,0.641
1223,0.000,-0.000,-0.000,-0.000,-9.016,3.282,9.049,0.639
1224,0.000,0.000,-0.000,0.000,-8.983,3.289,9.016,0.636
1225,0.000,-0.000,0.000,-0.000,-8.950,3.295,8.983,0.634
1226,0.000,0.000,-0.000,-0.000,-8.917,3.301,8.950,0.632
1227,0.000,0.000,-0.000,0.000,-8.884,3.308,8.917,0.630
1228,0.000,-0.000,0.000,-0.000,-8.851,3.314,8.884,0.627
1229,0.000,0.000,0.000,-0.000,-8.818,3.320,8.851,0.625
1230,0.000,0.000,-0.000,0.000,-8.785,3.326,8.818,0.623
1231,0.000,-0.000,0.000,-0.000,-8.752,3.333,8.785,0.620
1232,0.000,0.000,-0.000,0.000,-8.718,3.339,8.752,0.618
1233,0.000,-0.000,-0.000,-0.000,-8.685,3.345,8.718,0.616
1234,0.000,0.000,-0.000,0.000,-8.652,3.351,8.685,0.613
1235,0.000,-0.000,0.000,-0.000,-8.618,3.357,8.652,0.611
1236,0.000,0.000,0.000,-0.000,-8.585,3.363,8.618,0.609
1237,0.000,0.000,-0.000,0.000,-8.551,3.369,8.585,0.606
1238,0.000,-0.000,0.000,-0.000,-8.517,3.375,8.551,0.604
1239,0.000,0.000,-0.000,0.000,-8.483,3.381,8.517,0.602
1240,0.000,-0.000,-0.000,-0.000,-8.450,3.387,8.483,0.599
1241,0.000,0.000,-0.000,0.000,-8.416,3.393,8.450,0.597
1242,0.000,-0.000,0.000,-0.000,-8.382,3.399,8.416,0.595
1243,0.000,0.000,-0.000,-0.000,-8.348,3.405,8.382,0.592
1244,0.000,0.000,-0.000,0.000,-8.314,3.411,8.348,0.590
1245,0.000,-0.000,0.000,-0.000,-8.280,3.417,8.314,0.588
1246,0.000,0.000,0.000,-0.000,-8.245,3.423,8.280,0.585
1247,0.000,0.000,-0.000,0.000,-8.211,3.429,8.245,0.583
1248,0.000,-0.000,0.000,-0.000,-8.177,3.434,8.211,0.580
1249,0.000,0.000,-0.000,0.000,-8.143,3.440,8.177,0.578
1250,0.000,-0.000,-0.000,-0.000,-8.108,3.446,8.143,0.576
1251,0.000,0.000,-0.000,0.000,-8.074,3.452,8.108,0.573
1252,0.000,-0.000,0.000,-0.000,-8.039,3.457,8.074,0.571
1253,0.000,0.000,0.000,-0.000,-8.005,3.463,8.039,0.568
1254,0.000,0.000,-0.000,0.000,-7.970,3.469,8.005,0.566
1255,0.000,-0.000,0.000,-0.000,-7.935,3.474,7.970,0.564
1256,0.000,0.000,-0.000,0.000,-7.901,3.480,7.935,0.561
1257,0.000,-0.000,-0.000,-0.000,-7.866,3.486,7.901,0.559
1258,0.000,0.000,-0.000,0.000,-7.831,3.491,7.866,0.556
1259,0.000,-0.000,0.000,-0.000,-7.796,3.497,7.831,0.554
1260,0.000,0.000,0.000,-0.000,-7.761,3.502,7.796,0.551
1261,0.000,0.000,-0.000,0.000,-7.726,3.508,7.761,0.549
1262,0.000,-0.000,0.000,-0.000,-7.691,3.513,7.726,0.547
1263,0.000,0.000,-0.000,0.000,-7.656,3.519,7.691,0.544
1264,0.000,-0.000,-0.000,-0.000,-7.621,3.524,7.656,0.542
1265,0.000,0.000,-0.000,0.000,-7.585,3.529,7.621,0.539
1266,0.000,-0.000,0.000,-0.000,-7.550,3.535,7.585,0.537
1267,0.000,0.000,-0.000,-0.000,-7.515,3.540,7.550,0.534
1268,0.000,0.000,-0.000,0.000,-7.479,3.545,7.515,0.532
1269,0.000,-0.000,0.000,-0.000,-7.444,3.551,7.479,0.529
1270,0.000,0.000,0.000,-0.000,-7.408,3.556,7.444,0.527
1271,0.000,0.000,-0.000,0.000,-7.373,3.561,7.408,0.524
1272,0.000,-0.000,0.000,-0.000,-7.337,3.567,7.373,0.522
1273,0.000,0.000,-0.000,0.000,-7.302,3.572,7.337,0.519
1274,0.000,-0.000,-0.000,-0.000,-7.266,3.577,7.302,0.517
1275,0.000,0.000,-0.000,0.000,-7.230,3.582,7.266,0.514
1276,0.000,-0.000,0.000,-0.000,-7.194,3.587,7.230,0.512
1277,0.000,0.000,0.000,-0.000,-7.158,3.592,7.194,0.509
1278,0.000,0.000,-0.000,0.000,-7.122,3.597,7.158,0.507
1279,0.000,-0.000,0.000,-0.000,-7.086,3.602,7.122,0.504
1280,0.000,0.000,-0.000,0.000,-7.050,3.607,7.086,0.502
1281,0.000,-0.000,-0.000,-0.000,-7.014,3.612,7.050,0.499
1282,0.000,0.000,-0.000,0.000,-6.978,3.617,7.014,0.497
1283,0.000,-0.000,0.000,-0.000,-6.942,3.622,6.978,0.494
1284,0.000,0.000,-0.000,-0.000,-6.906,3.627,6.942,0.492
1285,0.000,0.000,-0.000,0.000,-6.870,3.632,6.906,0.489
1286,0.000,-0.000,0.000,-0.000,-6.833,3.637,6.870,0.487
1287,0.000,0.000,0.000,-0.000,-6.797,3.642,6.833,0.484
1288,0.000,0.000,-0.000,0.000,-6.760,3.647,6.797,0.482
1289,0.000,-0.000,0.000,-0.000,-6.724,3.651,6.760,0.479
1290,0.000,0.000,-0.000,0.000,-6.688,3.656,6.724,0.477
1291,0.000,-0.000,-0.000,-0.000,-6.651,3.661,6.688,0.474
1292,0.000,0.000,-0.000,0.000,-6.614,3.666,6.651,0.472
1293,0.000,-0.000,0.000,-0.000,-6.578,3.670,6.614,0.469
1294,0.000,0.000,0.000,-0.000,-6.541,3.675,6.578,0.466
1295,0.000,0.000,-0.000,0.000,-6.504,3.680,6.541,0.464
1296,0.000,-0.000,0.000,-0.000,-6.467,3.684,6.504,0.461
1297,0.000,0.000,-0.000,0.000,-6.431,3.689,6.467,0.459
1298,0.000,-0.000,-0.000,-0.000,-6.394,3.693,6.431,0.456
1299,0.000,0.000,-0.000,0.000,-6.357,3.698,6.394,0.454
1300,0.000,-0.000,0.000,-0.000,-6.320,3.702,6.357,0.451
1301,0.000,0.000,-0.000,-0.000,-6.283,3.707,6.320,0.448
1302,0.000,0.000,-0.000,0.000,-6.246,3.711,6.283,0.446
1303,0.000,-0.000,0.000,-0.000,-6.209,3.716,6.246,0.443
1304,0.000,0.000,0.000,-0.000,-6.171,3.720,6.209,0.441
1305,0.000,0.000,-0.000,0.000,-6.134,3.725,6.171,0.438
1306,0.000,-0.000,0.000,-0.000,-6.097,3.729,6.134,0.435
1307,0.000,0.000,-0.000,0.000,-6.060,3.733,6.097,0.433
1308,0.000,-0.000,-0.000,-0.000,-6.022,3.738,6.060,0.430
1309,0.000,0.000,-0.000,0.000,-5.985,3.742,6.022,0.428
1310,0.000,-0.000,0.000,-0.000,-5.948,3.746,5.985,0.425
1311,0.000,0.000,0.000,-0.000,-5.910,3.750,5.948,0.422
1312,0.000,0.000,-0.000,0.000,-5.873,3.755,5.910,0.420
1313,0.000,-0.000,0.000,-0.000,-5.835,3.759,5.873,0.417
1314,0.000,0.000,-0.000,0.000,-5.797,3.763,5.835,0.415
1315,0.000,-0.000,-0.000,-0.000,-5.760,3.767,5.797,0.412
1316,0.000,0.000,-0.000,0.000,-5.722,3.771,5.760,0.409
1317,0.000,-0.000,0.000,-0.000,-5.684,3.775,5.722,0.407
1318,0.000,0.000,0.000,-0.000,-5.647,3.779,5.684,0.404
1319,0.000,0.000,-0.000,0.000,-5.609,3.783,5.647,0.401
1320,0.000,-0.000,0.000,-0.000,-5.571,3.787,5.609,0.399
1321,0.000,0.000,-0.000,0.000,-5.533,3.791,5.571,0.396
1322,0.000,-0.000,-0.000,-0.000,-5.495,3.795,5.533,0.393
1323,0.000,0.000,-0.000,0.000,-5.457,3.799,5.495,0.391
1324,0.000,-0.000,0.000,-0.000,-5.419,3.803,5.457,0.388
1325,0.000,0.000,-0.000,-0.000,-5.381,3.807,5.419,0.386
1326,0.000,0.000,-0.000,0.000,-5.343,3.811,5.381,0.383
1327,0.000,-0.000,0.000,-0.000,-5.305,3.814,5.343,0.380
1328,0.000,0.000,0.000,-0.000,-5.267,3.818,5.305,0.378
1329,0.000,0.000,-0.000,0.000,-5.229,3.822,5.267,0.375
1330,0.000,-0.000,0.000,-0.000,-5.191,3.826,5.229,0.372
1331,0.000,0.000,-0.000,0.000,-5.152,3.829,5.191,0.370
1332,0.000,-0.000,-0.000,-0.000,-5.114,3.833,5.152,0.367
1333,0.000,0.000,-0.000,0.000,-5.076,3.837,5.114,0.364
1334,0.000,-0.000,0.000,-0.000,-5.037,3.840,5.076,0.362
1335,0.000,0.000,0.000,-0.000,-4.999,3.844,5.037,0.359
1336,0.000,0.000,-0.000,0.000,-4.961,3.847,4.999,0.356
1337,0.000,-0.000,0.000,-0.000,-4.922,3.851,4.961,0.354
1338,0.000,0.000,-0.000,0.000,-4.884,3.854,4.922,0.351
1339,0.000,-0.000,-0.000,-0.000,-4.845,3.858,4.884,0.348
1340,0.000,0.000,-0.000,0.000,-4.806,3.861,4.845,0.345
1341,0.000,-0.000,0.000,-0.000,-4.768,3.865,4.806,0.343
1342,0.000,0.000,-0.000,-0.000,-4.729,3.868,4.768,0.340
1343,0.000,0.000,-0.000,0.000,-4.690,3.872,4.729,0.337
1344,0.000,-0.000,0.000,-0.000,-4.652,3.875,4.690,0.335
1345,0.000,0.000,0.000,-0.000,-4.613,3.878,4.652,0.332
1346,0.000,0.000,-0.000,0.000,-4.574,3.881,4.613,0.329
1347,0.000,-0.000,0.000,-0.000,-4.535,3.885,4.574,0.327
1348,0.000,0.000,-0.000,0.000,-4.497,3.888,4.535,0.324
1349,0.000,-0.000,-0.000,-0.000,-4.458,3.891,4.497,0.321
1350,0.000,0.000,-0.000,0.000,-4.419,3.894,4.458,0.318
1351,0.000,-0.000,0.000,-0.000,-4.380,3.898,4.419,0.316
1352,0.000,0.000,0.000,-0.000,-4.341,3.901,4.380,0.313
1353,0.000,0.000,-0.000,0.000,-4.302,3.904,4.341,0.310
1354,0.000,-0.000,0.000,-0.000,-4.263,3.907,4.302,0.307
1355,0.000,0.000,-0.000,0.000,-4.224,3.910,4.263,0.305
1356,0.000,-0.000,-0.000,-0.000,-4.185,3.913,4.224,0.302
1357,0.000,0.000,-0.000,0.000,-4.146,3.916,4.185,0.299
1358,0.000,-0.000,0.000,-0.000,-4.106,3.919,4.146,0.297
1359,0.000,0.000,0.000,-0.000,-4.067,3.922,4.106,0.294
1360,0.000,0.000,-0.000,0.000,-4.028,3.925,4.067,0.291
1361,0.000,-0.000,0.000,-0.000,-3.989,3.928,4.028,0.288
1362,0.000,0.000,0.000,-0.000,-3.949,3.930,3.989,0.286
1363,0.000,0.000,-0.000,0.000,-3.910,3.933,3.949,0.283
1364,0.000,-0.000,0.000,-0.000,-3.871,3.936,3.910,0.280
1365,0.000,0.000,-0.000,0.000,-3.831,3.939,3.871,0.277
1366,0.000,-0.000,-0.000,-0.000,-3.792,3.942,3.831,0.275
1367,0.000,0.000,-0.000,0.000,-3.753,3.944,3.792,0.272
1368,0.000,-0.000,0.000,-0.000,-3.713,3.947,3.753,0.269
1369,0.000,0.000,0.000,-0.000,-3.674,3.950,3.713,0.266
1370,0.000,0.000,-0.000,0.000,-3.634,3.952,3.674,0.264
1371,0.000,-0.000,0.000,-0.000,-3.595,3.955,3.634,0.261
1372,0.000,0.000,-0.000,0.000,-3.555,3.958,3.595,0.258
1373,0.000,-0.000,-0.000,-0.000,-3.516,3.960,3.555,0.255
1374,0.000,0.000,-0.000,0.000,-3.476,3.963,3.516,0.253
1375,0.000,-0.000,0.000,-0.000,-3.436,3.965,3.476,0.250
1376,0.000,0.000,0.000,-0.000,-3.397,3.968,3.436,0.247
1377,0.000,0.000,-0.000,0.000,-3.357,3.970,3.397,0.244
1378,0.000,-0.000,0.000,-0.000,-3.317,3.972,3.357,0.241
1379,0.000,0.000,-0.000,0.000,-3.278,3.975,3.317,0.239
1380,0.000,-0.000,-0.000,-0.000,-3.238,3.977,3.278,0.236
1381,0.000,0.000,-0.000,0.000,-3.198,3.980,3.238,0.233
1382,0.000,-0.000,0.000,-0.000,-3.158,3.982,3.198,0.230
1383,0.000,0.000,-0.000,-0.000,-3.118,3.984,3.158,0.228
1384,0.000,0.000,-0.000,0.000,-3.079,3.986,3.118,0.225
1385,0.000,-0.000,0.000,-0.000,-3.039,3.989,3.079,0.222
1386,0.000,0.000,0.000,-0.000,-2.999,3.991,3.039,0.219
1387,0.000,0.000,-0.000,0.000,-2.959,3.993,2.999,0.216
1388,0.000,-0.000,0.000,-0.000,-2.919,3.995,2.959,0.214
1389,0.000,0.000,-0.000,0.000,-2.879,3.997,2.919,0.211
1390,0.000,-0.000,-0.000,-0.000,-2.839,3.999,2.879,0.208
1391,0.000,0.000,-0.000,0.000,-2.799,4.001,2.839,0.205
1392,0.000,-0.000,0.000,-0.000,-2.759,4.003,2.799,0.202
1393,0.000,0.000,0.000,-0.000,-2.719,4.005,2.759,0.200
1394,0.000,0.000,-0.000,0.000,-2.679,4.007,2.719,0.197
1395,0.000,-0.000,0.000,-0.000,-2.639,4.009,2.679,0.194
1396,0.000,0.000,-0.000,0.000,-2.599,4.011,2.639,0.191
1397,0.000,-0.000,-0.000,-0.000,-2.559,4.013,2.599,0.188
1398,0.000,0.000,-0.000,0.000,-2.519,4.015,2.559,0.186
1399,0.000,-0.000,0.000,-0.000,-2.478,4.017,2.519,0.183
1400,0.000,0.000,-0.000,-0.000,-2.438,4.018,2.478,0.180
1401,0.000,0.000,-0.000,0.000,-2.398,4.020,2.438,0.177
1402,0.000,-0.000,0.000,-0.000,-2.358,4.022,2.398,0.174
1403,0.000,0.000,0.000,-0.000,-2.318,4.024,2.358,0.172
1404,0.000,0.000,-0.000,0.000,-2.277,4.025,2.318,0.169
1405,0.000,-0.000,0.000,-0.000,-2.237,4.027,2.277,0.166
1406,0.000,0.000,-0.000,0.000,-2.197,4.029,2.237,0.163
1407,0.000,-0.000,-0.000,-0.000,-2.157,4.030,2.197,0.160
1408,0.000,0.000,-0.000,0.000,-2.116,4.032,2.157,0.158
1409,0.000,-0.000,0.000,-0.000,-2.076,4.033,2.116,0.155
1410,0.000,0.000,0.000,-0.000,-2.036,4.035,2.076,0.152
1411,0.000,0.000,-0.000,0.000,-1.995,4.036,2.036,0.149
1412,0.000,-0.000,0.000,-0.000,-1.955,4.038,1.995,0.146
1413,0.000,0.000,-0.000,0.000,-1.915,4.039,1.955,0.143
1414,0.000,-0.000,-0.000,-0.000,-1.874,4.041,1.915,0.141
1415,0.000,0.000,-0.000,0.000,-1.834,4.042,1.874,0.138
1416,0.000,-0.000,0.000,-0.000,-1.793,4.043,1.834,0.135
1417,0.000,0.000,0.000,-0.000,-1.753,4.045,1.793,0.132
1418,0.000,0.000,-0.000,0.000,-1.712,4.046,1.753,0.129
1419,0.000,-0.000,0.000,-0.000,-1.672,4.047,1.712,0.126
1420,0.000,0.000,-0.000,0.000,-1.632,4.049,1.672,0.124
1421,0.000,-0.000,-0.000,-0.000,-1.591,4.050,1.632,0.121
1422,0.000,0.000,-0.000,0.000,-1.551,4.051,1.591,0.118
1423,0.000,-0.000,0.000,-0.000,-1.510,4.052,1.551,0.115
