num,tar,contr,pos,vel,noise,pid_pos,pid_vel,pid_out,pid_in,noise
2282,-2.136,2.475,-2.300,-0.605,0.000,-1.771,-0.177,-0.186,0.298,0.280
2283,-2.143,2.580,-2.324,-0.502,0.000,-1.778,-0.172,-0.186,0.109,0.100
2284,-2.150,2.664,-2.344,-0.395,0.000,-1.785,-0.157,-0.186,0.397,0.390
2285,-2.157,2.731,-2.360,-0.286,0.000,-1.791,-0.174,-0.186,-0.425,-0.420
2286,-2.164,2.785,-2.371,-0.175,0.000,-1.798,-0.174,-0.186,-0.002,-0.010
2287,-2.171,2.828,-2.378,-0.061,0.000,-1.805,-0.185,-0.186,-0.293,-0.300
2288,-2.178,2.862,-2.381,0.053,0.000,-1.813,-0.196,-0.187,-0.254,-0.270
2289,-2.185,2.890,-2.379,0.169,0.000,-1.820,-0.181,-0.186,0.363,0.340
2290,-2.192,2.912,-2.372,0.285,0.000,-1.828,-0.191,-0.186,-0.248,-0.260
2291,-2.199,2.930,-2.360,0.402,0.000,-1.835,-0.201,-0.186,-0.260,-0.280
2292,-2.206,2.944,-2.344,0.520,0.000,-1.843,-0.188,-0.186,0.328,0.300
2293,-2.213,2.955,-2.323,0.638,0.000,-1.851,-0.174,-0.185,0.368,0.350
2294,-2.220,2.295,-2.298,0.730,0.000,-1.858,-0.172,-0.185,0.028,0.020
2295,-2.228,1.236,-2.269,0.780,0.000,-1.865,-0.191,-0.185,-0.473,-0.480
2296,-2.235,0.389,-2.238,0.795,0.000,-1.872,-0.202,-0.185,-0.268,-0.290
2297,-2.242,-0.289,-2.206,0.784,0.000,-1.880,-0.195,-0.185,0.179,0.150
2298,-2.249,-0.831,-2.174,0.750,0.000,-1.888,-0.197,-0.184,-0.047,-0.070
2299,-2.256,-1.265,-2.144,0.700,0.000,-1.896,-0.209,-0.184,-0.304,-0.330
2300,-2.263,-1.612,-2.116,0.635,0.000,-1.904,-0.212,-0.183,-0.085,-0.120
2301,-2.270,-1.890,-2.091,0.560,0.000,-1.913,-0.192,-0.183,0.517,0.480
2302,-2.277,-2.112,-2.069,0.475,0.000,-1.921,-0.196,-0.182,-0.098,-0.120
2303,-2.284,-2.289,-2.050,0.384,0.000,-1.928,-0.182,-0.182,0.326,0.300
2304,-2.291,-2.431,-2.034,0.286,0.000,-1.936,-0.190,-0.181,-0.183,-0.200
2305,-2.298,-2.545,-2.023,0.185,0.000,-1.943,-0.178,-0.181,0.303,0.280
2306,-2.305,-2.636,-2.015,0.079,0.000,-1.950,-0.186,-0.181,-0.216,-0.230
2307,-2.311,-2.709,-2.012,-0.029,0.000,-1.958,-0.182,-0.181,0.111,0.090
2308,-2.318,-2.767,-2.013,-0.140,0.000,-1.965,-0.196,-0.180,-0.343,-0.360
2309,-2.325,-2.814,-2.019,-0.253,0.000,-1.973,-0.210,-0.180,-0.352,-0.380
2310,-2.332,-2.851,-2.029,-0.367,0.000,-1.981,-0.195,-0.180,0.368,0.330
2311,-2.339,-2.881,-2.044,-0.482,0.000,-1.989,-0.181,-0.179,0.357,0.330
2312,-2.346,-2.905,-2.063,-0.598,0.000,-1.996,-0.197,-0.179,-0.403,-0.420
2313,-2.353,-2.924,-2.087,-0.715,0.000,-2.004,-0.215,-0.178,-0.450,-0.480
2314,-2.360,-2.939,-2.116,-0.832,0.000,-2.013,-0.220,-0.178,-0.127,-0.170
2315,-2.367,-2.951,-2.149,-0.951,0.000,-2.022,-0.218,-0.177,0.057,0.010
2316,-2.374,-2.613,-2.187,-1.055,0.000,-2.030,-0.222,-0.176,-0.105,-0.150
2317,-2.381,-1.490,-2.229,-1.115,0.000,-2.039,-0.235,-0.175,-0.341,-0.390
2318,-2.388,-0.592,-2.274,-1.138,0.000,-2.049,-0.226,-0.174,0.240,0.180
2319,-2.395,0.126,-2.319,-1.133,0.000,-2.058,-0.211,-0.173,0.363,0.310
2320,-2.402,0.701,-2.365,-1.105,0.000,-2.066,-0.222,-0.172,-0.266,-0.310
2321,-2.408,1.161,-2.409,-1.059,0.000,-2.075,-0.201,-0.171,0.523,0.470
2322,-2.415,1.529,-2.451,-0.998,0.000,-2.083,-0.192,-0.170,0.237,0.200
2323,-2.422,1.823,-2.491,-0.925,0.000,-2.091,-0.181,-0.170,0.252,0.220
2324,-2.429,2.058,-2.528,-0.842,0.000,-2.098,-0.173,-0.169,0.215,0.190
2325,-2.436,2.247,-2.562,-0.753,0.000,-2.105,-0.188,-0.169,-0.371,-0.390
2326,-2.443,2.397,-2.592,-0.657,0.000,-2.112,-0.187,-0.169,0.011,-0.020
2327,-2.450,2.518,-2.618,-0.556,0.000,-2.120,-0.178,-0.169,0.230,0.200
2328,-2.456,2.614,-2.640,-0.451,0.000,-2.127,-0.186,-0.168,-0.197,-0.220
2329,-2.463,2.691,-2.658,-0.344,0.000,-2.134,-0.190,-0.168,-0.110,-0.140
2330,-2.470,2.753,-2.672,-0.234,0.000,-2.142,-0.172,-0.168,0.463,0.430
2331,-2.477,2.803,-2.681,-0.121,0.000,-2.149,-0.189,-0.167,-0.431,-0.450
2332,-2.484,2.842,-2.686,-0.008,0.000,-2.156,-0.179,-0.167,0.253,0.220
2333,-2.491,2.874,-2.687,0.107,0.000,-2.164,-0.190,-0.167,-0.285,-0.310
2334,-2.497,2.899,-2.682,0.223,0.000,-2.171,-0.205,-0.167,-0.366,-0.400
2335,-2.504,2.919,-2.673,0.340,0.000,-2.179,-0.187,-0.166,0.445,0.400
2336,-2.511,2.935,-2.660,0.457,0.000,-2.187,-0.197,-0.166,-0.239,-0.270
2337,-2.518,2.948,-2.642,0.575,0.000,-2.195,-0.204,-0.165,-0.171,-0.210
2338,-2.525,2.950,-2.619,0.693,0.000,-2.203,-0.196,-0.165,0.185,0.140
2339,-2.531,1.760,-2.591,0.764,0.000,-2.211,-0.198,-0.164,-0.051,-0.090
2340,-2.538,0.808,-2.560,0.796,0.000,-2.219,-0.194,-0.164,0.111,0.070
2341,-2.545,0.047,-2.528,0.798,0.000,-2.226,-0.188,-0.163,0.138,0.100
2342,-2.552,-0.563,-2.497,0.775,0.000,-2.234,-0.180,-0.163,0.205,0.170
2343,-2.558,-1.050,-2.466,0.733,0.000,-2.241,-0.174,-0.162,0.159,0.130
2344,-2.565,-1.440,-2.436,0.676,0.000,-2.248,-0.190,-0.162,-0.405,-0.430
2345,-2.572,-1.752,-2.409,0.606,0.000,-2.256,-0.180,-0.162,0.238,0.200
2346,-2.579,-2.002,-2.385,0.526,0.000,-2.263,-0.189,-0.161,-0.210,-0.240
2347,-2.585,-2.201,-2.364,0.437,0.000,-2.271,-0.205,-0.161,-0.393,-0.430
2348,-2.592,-2.361,-2.346,0.343,0.000,-2.279,-0.215,-0.161,-0.271,-0.320
2349,-2.599,-2.489,-2.333,0.243,0.000,-2.287,-0.194,-0.160,0.527,0.470
2350,-2.605,-2.591,-2.323,0.140,0.000,-2.295,-0.197,-0.159,-0.069,-0.110
2351,-2.612,-2.673,-2.317,0.033,0.000,-2.303,-0.211,-0.159,-0.356,-0.400
2352,-2.619,-2.738,-2.316,-0.077,0.000,-2.311,-0.214,-0.158,-0.065,-0.120
2353,-2.625,-2.791,-2.319,-0.188,0.000,-2.320,-0.194,-0.157,0.487,0.430
2354,-2.632,-2.833,-2.327,-0.302,0.000,-2.328,-0.211,-0.156,-0.427,-0.470
2355,-2.639,-2.866,-2.339,-0.416,0.000,-2.336,-0.210,-0.156,0.048,-0.010
2356,-2.646,-2.893,-2.355,-0.532,0.000,-2.345,-0.197,-0.155,0.326,0.270
2357,-2.652,-2.914,-2.377,-0.648,0.000,-2.352,-0.211,-0.154,-0.353,-0.400
2358,-2.659,-2.931,-2.403,-0.766,0.000,-2.361,-0.195,-0.153,0.389,0.330
2359,-2.665,-2.945,-2.433,-0.884,0.000,-2.369,-0.189,-0.152,0.147,0.100
2360,-2.672,-2.956,-2.469,-1.002,0.000,-2.376,-0.169,-0.152,0.514,0.470
2361,-2.679,-2.117,-2.509,-1.086,0.000,-2.383,-0.174,-0.151,-0.131,-0.160
2362,-2.685,-1.093,-2.552,-1.130,0.000,-2.390,-0.186,-0.151,-0.296,-0.330
2363,-2.692,-0.275,-2.597,-1.141,0.000,-2.397,-0.188,-0.151,-0.067,-0.110
2364,-2.699,0.380,-2.643,-1.126,0.000,-2.405,-0.190,-0.151,-0.046,-0.090
2365,-2.705,0.904,-2.688,-1.090,0.000,-2.413,-0.186,-0.150,0.096,0.050
2366,-2.712,1.323,-2.732,-1.037,0.000,-2.420,-0.199,-0.150,-0.317,-0.360
2367,-2.718,1.659,-2.773,-0.971,0.000,-2.428,-0.197,-0.149,0.043,-0.010
2368,-2.725,1.927,-2.812,-0.893,0.000,-2.436,-0.201,-0.149,-0.098,-0.150
2369,-2.732,2.142,-2.848,-0.808,0.000,-2.444,-0.179,-0.148,0.546,0.490
2370,-2.738,2.313,-2.880,-0.715,0.000,-2.451,-0.174,-0.147,0.140,0.100
2371,-2.745,2.451,-2.909,-0.617,0.000,-2.458,-0.156,-0.147,0.447,0.410
2372,-2.751,2.560,-2.933,-0.515,0.000,-2.464,-0.174,-0.147,-0.446,-0.470
2373,-2.758,2.648,-2.954,-0.409,0.000,-2.471,-0.186,-0.147,-0.292,-0.330
2374,-2.764,2.719,-2.970,-0.300,0.000,-2.479,-0.184,-0.147,0.046,0.000
2375,-2.771,2.775,-2.982,-0.189,0.000,-2.486,-0.185,-0.146,-0.036,-0.080
2376,-2.777,2.820,-2.990,-0.076,0.000,-2.493,-0.172,-0.146,0.336,0.290
2377,-2.784,2.856,-2.993,0.038,0.000,-2.500,-0.180,-0.145,-0.214,-0.250
2378,-2.791,2.885,-2.991,0.153,0.000,-2.508,-0.191,-0.145,-0.267,-0.310
2379,-2.797,2.908,-2.985,0.270,0.000,-2.515,-0.204,-0.145,-0.319,-0.370
2380,-2.804,2.926,-2.974,0.387,0.000,-2.523,-0.210,-0.144,-0.149,-0.210
2381,-2.810,2.941,-2.959,0.504,0.000,-2.532,-0.222,-0.143,-0.305,-0.370
2382,-2.817,2.953,-2.939,0.622,0.000,-2.541,-0.238,-0.142,-0.415,-0.490
2383,-2.823,2.653,-2.914,0.729,0.000,-2.550,-0.217,-0.141,0.547,0.460
2384,-2.829,1.522,-2.885,0.789,0.000,-2.559,-0.225,-0.140,-0.219,-0.290
2385,-2.836,0.618,-2.853,0.814,0.000,-2.568,-0.217,-0.139,0.200,0.120
2386,-2.842,-0.106,-2.821,0.810,0.000,-2.576,-0.194,-0.137,0.574,0.500
2387,-2.849,-0.685,-2.788,0.782,0.000,-2.584,-0.184,-0.136,0.258,0.200
2388,-2.855,-1.148,-2.757,0.737,0.000,-2.592,-0.186,-0.136,-0.058,-0.110
2389,-2.862,-1.518,-2.727,0.676,0.000,-2.599,-0.171,-0.135,0.375,0.320
2390,-2.868,-1.815,-2.700,0.603,0.000,-2.606,-0.152,-0.135,0.494,0.450
2391,-2.875,-2.052,-2.676,0.521,0.000,-2.612,-0.146,-0.134,0.130,0.100
2392,-2.881,-2.241,-2.655,0.432,0.000,-2.618,-0.137,-0.135,0.247,0.220
2393,-2.887,-2.393,-2.638,0.336,0.000,-2.623,-0.139,-0.135,-0.070,-0.090
2394,-2.894,-2.514,-2.625,0.235,0.000,-2.629,-0.127,-0.135,0.302,0.280
2395,-2.900,-2.612,-2.615,0.131,0.000,-2.634,-0.146,-0.136,-0.468,-0.480
2396,-2.907,-2.689,-2.610,0.023,0.000,-2.640,-0.149,-0.136,-0.074,-0.100
2397,-2.913,-2.751,-2.609,-0.087,0.000,-2.646,-0.167,-0.137,-0.452,-0.480
2398,-2.919,-2.801,-2.613,-0.199,0.000,-2.652,-0.159,-0.137,0.191,0.150
2399,-2.926,-2.841,-2.621,-0.313,0.000,-2.659,-0.170,-0.137,-0.276,-0.310
2400,-2.932,-2.873,-2.633,-0.427,0.000,-2.666,-0.154,-0.137,0.403,0.360
2401,-2.939,-2.898,-2.650,-0.543,0.000,-2.672,-0.160,-0.136,-0.139,-0.170
2402,-2.945,-2.919,-2.672,-0.660,0.000,-2.678,-0.176,-0.137,-0.394,-0.430
2403,-2.951,-2.935,-2.698,-0.777,0.000,-2.685,-0.192,-0.136,-0.413,-0.460
2404,-2.958,-2.948,-2.729,-0.895,0.000,-2.693,-0.194,-0.136,-0.051,-0.110
2405,-2.964,-2.958,-2.765,-1.014,0.000,-2.701,-0.190,-0.135,0.100,0.040
2406,-2.970,-1.974,-2.806,-1.093,0.000,-2.708,-0.183,-0.135,0.178,0.120
2407,-2.977,-0.980,-2.849,-1.132,0.000,-2.716,-0.189,-0.134,-0.147,-0.200
2408,-2.983,-0.184,-2.895,-1.139,0.000,-2.723,-0.182,-0.134,0.178,0.120
2409,-2.989,0.453,-2.940,-1.121,0.000,-2.730,-0.190,-0.133,-0.207,-0.260
2410,-2.995,0.962,-2.985,-1.083,0.000,-2.738,-0.190,-0.132,0.010,-0.050
2411,-3.002,1.370,-3.028,-1.028,0.000,-2.746,-0.174,-0.132,0.390,0.330
2412,-3.008,1.696,-3.070,-0.960,0.000,-2.753,-0.181,-0.131,-0.161,-0.210
2413,-3.014,1.957,-3.108,-0.882,0.000,-2.760,-0.182,-0.131,-0.045,-0.100
2414,-3.021,2.165,-3.143,-0.795,0.000,-2.767,-0.181,-0.130,0.036,-0.020
2415,-3.027,2.332,-3.175,-0.702,0.000,-2.774,-0.182,-0.130,-0.025,-0.080
2416,-3.033,2.466,-3.203,-0.603,0.000,-2.782,-0.173,-0.129,0.226,0.170
2417,-3.039,2.573,-3.227,-0.500,0.000,-2.789,-0.173,-0.129,-0.000,-0.050
2418,-3.045,2.658,-3.247,-0.394,0.000,-2.795,-0.177,-0.128,-0.099,-0.150
2419,-3.052,2.727,-3.263,-0.285,0.000,-2.803,-0.165,-0.128,0.294,0.240
2420,-3.058,2.781,-3.274,-0.174,0.000,-2.809,-0.144,-0.128,0.535,0.490
2421,-3.064,2.825,-3.281,-0.061,0.000,-2.815,-0.136,-0.127,0.190,0.160
2422,-3.070,2.860,-3.284,0.054,0.000,-2.820,-0.139,-0.128,-0.065,-0.090
2423,-3.077,2.888,-3.282,0.169,0.000,-2.826,-0.155,-0.128,-0.403,-0.430
2424,-3.083,2.910,-3.275,0.286,0.000,-2.832,-0.152,-0.128,0.059,0.020
2425,-3.089,2.928,-3.263,0.403,0.000,-2.838,-0.160,-0.128,-0.194,-0.230
2426,-3.095,2.943,-3.247,0.521,0.000,-2.845,-0.175,-0.128,-0.378,-0.420
2427,-3.101,2.954,-3.226,0.639,0.000,-2.852,-0.190,-0.128,-0.377,-0.430
2428,-3.107,2.627,-3.201,0.744,0.000,-2.859,-0.181,-0.128,0.234,0.170
2429,-3.114,1.501,-3.171,0.804,0.000,-2.866,-0.173,-0.127,0.187,0.130
2430,-3.120,0.601,-3.139,0.828,0.000,-2.873,-0.153,-0.127,0.522,0.470
2431,-3.126,-0.119,-3.106,0.823,0.000,-2.880,-0.167,-0.126,-0.363,-0.400
2432,-3.132,-0.695,-3.073,0.795,0.000,-2.886,-0.150,-0.126,0.439,0.390
2433,-3.138,-1.156,-3.041,0.749,0.000,-2.892,-0.166,-0.126,-0.404,-0.440
2434,-3.144,-1.525,-3.011,0.688,0.000,-2.899,-0.171,-0.126,-0.131,-0.180
2435,-3.150,-1.820,-2.984,0.615,0.000,-2.906,-0.160,-0.126,0.282,0.230
2436,-3.156,-2.056,-2.959,0.533,0.000,-2.912,-0.177,-0.125,-0.436,-0.480
2437,-3.162,-2.245,-2.938,0.443,0.000,-2.919,-0.190,-0.125,-0.333,-0.390
2438,-3.169,-2.396,-2.920,0.347,0.000,-2.927,-0.187,-0.125,0.087,0.020
2439,-3.175,-2.517,-2.906,0.247,0.000,-2.934,-0.196,-0.124,-0.226,-0.290
2440,-3.181,-2.613,-2.896,0.142,0.000,-2.942,-0.192,-0.123,0.102,0.030
2441,-3.187,-2.691,-2.891,0.035,0.000,-2.950,-0.189,-0.122,0.079,0.010
2442,-3.193,-2.753,-2.889,-0.076,0.000,-2.957,-0.178,-0.122,0.257,0.190
2443,-3.199,-2.802,-2.892,-0.188,0.000,-2.964,-0.184,-0.121,-0.130,-0.190
2444,-3.205,-2.842,-2.900,-0.301,0.000,-2.972,-0.191,-0.120,-0.185,-0.250
2445,-3.211,-2.873,-2.912,-0.416,0.000,-2.979,-0.207,-0.120,-0.409,-0.480
2446,-3.217,-2.899,-2.928,-0.532,0.000,-2.988,-0.204,-0.119,0.094,0.010
2447,-3.223,-2.919,-2.950,-0.649,0.000,-2.996,-0.195,-0.118,0.221,0.140
2448,-3.229,-2.935,-2.976,-0.766,0.000,-3.004,-0.211,-0.117,-0.415,-0.490
2449,-3.235,-2.948,-3.006,-0.884,0.000,-3.012,-0.197,-0.116,0.359,0.270
2450,-3.241,-2.958,-3.042,-1.003,0.000,-3.020,-0.191,-0.114,0.148,0.070
2451,-3.247,-2.039,-3.082,-1.084,0.000,-3.028,-0.181,-0.113,0.265,0.190
2452,-3.253,-1.031,-3.125,-1.125,0.000,-3.035,-0.179,-0.113,0.028,-0.040
2453,-3.259,-0.225,-3.170,-1.134,0.000,-3.042,-0.181,-0.112,-0.042,-0.110
2454,-3.265,0.420,-3.216,-1.118,0.000,-3.049,-0.172,-0.111,0.230,0.160
2455,-3.271,0.936,-3.260,-1.080,0.000,-3.056,-0.183,-0.111,-0.286,-0.350
2456,-3.277,1.349,-3.303,-1.026,0.000,-3.063,-0.187,-0.110,-0.097,-0.170
2457,-3.283,1.679,-3.344,-0.959,0.000,-3.071,-0.171,-0.110,0.416,0.340
2458,-3.288,1.943,-3.383,-0.881,0.000,-3.078,-0.185,-0.109,-0.366,-0.430
2459,-3.294,2.155,-3.418,-0.795,0.000,-3.085,-0.164,-0.108,0.536,0.460
2460,-3.300,2.324,-3.450,-0.702,0.000,-3.092,-0.168,-0.108,-0.100,-0.160
2461,-3.306,2.459,-3.478,-0.604,0.000,-3.098,-0.166,-0.107,0.034,-0.030
2462,-3.312,2.567,-3.502,-0.501,0.000,-3.105,-0.147,-0.107,0.483,0.420
2463,-3.318,2.654,-3.522,-0.395,0.000,-3.111,-0.134,-0.106,0.319,0.270
2464,-3.324,2.723,-3.538,-0.286,0.000,-3.116,-0.146,-0.106,-0.299,-0.340
2465,-3.330,2.778,-3.549,-0.175,0.000,-3.122,-0.161,-0.107,-0.370,-0.420
2466,-3.336,2.823,-3.556,-0.062,0.000,-3.129,-0.166,-0.107,-0.109,-0.170
2467,-3.341,2.858,-3.559,0.052,0.000,-3.135,-0.162,-0.106,0.083,0.020
2468,-3.347,2.887,-3.557,0.168,0.000,-3.142,-0.167,-0.106,-0.129,-0.190
2469,-3.353,2.909,-3.550,0.284,0.000,-3.148,-0.157,-0.106,0.265,0.200
2470,-3.359,2.927,-3.539,0.401,0.000,-3.155,-0.139,-0.105,0.447,0.390
2471,-3.365,2.942,-3.523,0.519,0.000,-3.160,-0.123,-0.105,0.405,0.360
2472,-3.370,2.954,-3.502,0.637,0.000,-3.165,-0.137,-0.105,-0.367,-0.400
2473,-3.376,2.766,-3.476,0.748,0.000,-3.171,-0.126,-0.106,0.275,0.230
2474,-3.382,1.613,-3.447,0.812,0.000,-3.176,-0.122,-0.106,0.106,0.070
2475,-3.388,0.690,-3.414,0.840,0.000,-3.181,-0.102,-0.106,0.493,0.460
2476,-3.394,-0.048,-3.380,0.838,0.000,-3.185,-0.121,-0.106,-0.472,-0.490
2477,-3.399,-0.638,-3.347,0.812,0.000,-3.190,-0.130,-0.107,-0.207,-0.240
2478,-3.405,-1.111,-3.314,0.768,0.000,-3.195,-0.146,-0.108,-0.412,-0.450
2479,-3.411,-1.488,-3.284,0.708,0.000,-3.201,-0.126,-0.108,0.489,0.440
2480,-3.417,-1.791,-3.255,0.637,0.000,-3.206,-0.128,-0.108,-0.046,-0.080
2481,-3.422,-2.033,-3.230,0.555,0.000,-3.211,-0.142,-0.108,-0.354,-0.390
2482,-3.428,-2.226,-3.208,0.466,0.000,-3.217,-0.144,-0.109,-0.034,-0.080
2483,-3.434,-2.381,-3.189,0.371,0.000,-3.222,-0.126,-0.109,0.457,0.410
2484,-3.439,-2.505,-3.174,0.271,0.000,-3.227,-0.140,-0.109,-0.357,-0.390
2485,-3.445,-2.604,-3.163,0.167,0.000,-3.233,-0.137,-0.109,0.074,0.030
2486,-3.451,-2.683,-3.157,0.060,0.000,-3.238,-0.131,-0.109,0.141,0.100
2487,-3.457,-2.746,-3.154,-0.050,0.000,-3.244,-0.117,-0.109,0.357,0.320
2488,-3.462,-2.797,-3.156,-0.162,0.000,-3.248,-0.121,-0.109,-0.113,-0.140
2489,-3.468,-2.838,-3.163,-0.276,0.000,-3.253,-0.130,-0.110,-0.219,-0.250
2490,-3.474,-2.870,-3.174,-0.391,0.000,-3.258,-0.119,-0.110,0.277,0.240
2491,-3.479,-2.896,-3.189,-0.506,0.000,-3.263,-0.134,-0.110,-0.362,-0.390
2492,-3.485,-2.917,-3.210,-0.623,0.000,-3.268,-0.113,-0.111,0.509,0.470
2493,-3.490,-2.934,-3.235,-0.740,0.000,-3.273,-0.119,-0.111,-0.137,-0.160
2494,-3.496,-2.947,-3.264,-0.858,0.000,-3.278,-0.102,-0.112,0.408,0.380
2495,-3.502,-2.957,-3.299,-0.977,0.000,-3.282,-0.098,-0.112,0.115,0.100
2496,-3.507,-2.236,-3.338,-1.066,0.000,-3.286,-0.105,-0.113,-0.188,-0.200
2497,-3.513,-1.188,-3.380,-1.114,0.000,-3.290,-0.115,-0.114,-0.243,-0.260
2498,-3.518,-0.351,-3.425,-1.128,0.000,-3.295,-0.132,-0.114,-0.427,-0.450
2499,-3.524,0.319,-3.470,-1.115,0.000,-3.300,-0.127,-0.115,0.125,0.090
2500,-3.530,0.856,-3.515,-1.081,0.000,-3.305,-0.140,-0.115,-0.329,-0.360
2501,-3.535,1.284,-3.558,-1.029,0.000,-3.311,-0.139,-0.115,0.031,-0.010
2502,-3.541,1.628,-3.599,-0.964,0.000,-3.316,-0.121,-0.115,0.449,0.410
2503,-3.546,1.902,-3.638,-0.888,0.000,-3.321,-0.135,-0.115,-0.344,-0.370
2504,-3.552,2.122,-3.673,-0.803,0.000,-3.326,-0.147,-0.115,-0.293,-0.330
2505,-3.557,2.297,-3.705,-0.711,0.000,-3.332,-0.159,-0.115,-0.305,-0.350
2506,-3.563,2.438,-3.734,-0.614,0.000,-3.339,-0.173,-0.115,-0.347,-0.400
2507,-3.568,2.550,-3.758,-0.512,0.000,-3.345,-0.170,-0.115,0.064,0.000
2508,-3.574,2.640,-3.779,-0.406,0.000,-3.352,-0.182,-0.114,-0.298,-0.360
2509,-3.579,2.712,-3.795,-0.298,0.000,-3.360,-0.181,-0.113,0.021,-0.050
2510,-3.585,2.770,-3.807,-0.187,0.000,-3.367,-0.191,-0.113,-0.239,-0.310
2511,-3.590,2.816,-3.814,-0.074,0.000,-3.374,-0.179,-0.112,0.299,0.220
2512,-3.596,2.853,-3.817,0.040,0.000,-3.382,-0.157,-0.111,0.550,0.480
2513,-3.601,2.882,-3.816,0.155,0.000,-3.388,-0.166,-0.110,-0.215,-0.270
2514,-3.607,2.906,-3.809,0.271,0.000,-3.395,-0.168,-0.109,-0.057,-0.120
2515,-3.612,2.925,-3.799,0.388,0.000,-3.401,-0.155,-0.109,0.324,0.260
2516,-3.617,2.940,-3.783,0.506,0.000,-3.407,-0.159,-0.108,-0.095,-0.150
2517,-3.623,2.952,-3.763,0.624,0.000,-3.414,-0.165,-0.108,-0.161,-0.220
2518,-3.628,2.961,-3.738,0.742,0.000,-3.420,-0.155,-0.107,0.244,0.180
2519,-3.634,1.769,-3.708,0.813,0.000,-3.427,-0.167,-0.107,-0.293,-0.350
2520,-3.639,0.815,-3.676,0.846,0.000,-3.433,-0.156,-0.106,0.286,0.220
2521,-3.644,0.052,-3.642,0.848,0.000,-3.440,-0.152,-0.106,0.098,0.040
2522,-3.650,-0.558,-3.608,0.826,0.000,-3.446,-0.165,-0.105,-0.334,-0.390
2523,-3.655,-1.047,-3.575,0.784,0.000,-3.452,-0.174,-0.105,-0.214,-0.280
2524,-3.661,-1.437,-3.543,0.726,0.000,-3.459,-0.184,-0.104,-0.258,-0.330
2525,-3.666,-1.750,-3.514,0.656,0.000,-3.466,-0.171,-0.103,0.330,0.250
2526,-3.671,-2.000,-3.488,0.576,0.000,-3.473,-0.174,-0.102,-0.079,-0.150
2527,-3.677,-2.200,-3.465,0.488,0.000,-3.480,-0.175,-0.102,-0.026,-0.100
2528,-3.682,-2.360,-3.446,0.394,0.000,-3.487,-0.170,-0.101,0.125,0.050
2529,-3.687,-2.488,-3.430,0.294,0.000,-3.494,-0.178,-0.100,-0.208,-0.280
2530,-3.692,-2.590,-3.418,0.191,0.000,-3.501,-0.164,-0.099,0.369,0.290
2531,-3.698,-2.672,-3.410,0.084,0.000,-3.508,-0.163,-0.098,0.019,-0.050
2532,-3.703,-2.738,-3.407,-0.026,0.000,-3.514,-0.148,-0.098,0.369,0.300
2533,-3.708,-2.790,-3.408,-0.137,0.000,-3.520,-0.136,-0.097,0.289,0.230
2534,-3.714,-2.832,-3.414,-0.251,0.000,-3.526,-0.144,-0.097,-0.179,-0.230
2535,-3.719,-2.866,-3.424,-0.365,0.000,-3.531,-0.135,-0.097,0.217,0.160
2536,-3.724,-2.893,-3.438,-0.481,0.000,-3.537,-0.133,-0.096,0.040,-0.010
2537,-3.729,-2.914,-3.457,-0.597,0.000,-3.542,-0.141,-0.096,-0.200,-0.250
2538,-3.735,-2.931,-3.481,-0.715,0.000,-3.548,-0.133,-0.096,0.196,0.140
2539,-3.740,-2.945,-3.510,-0.832,0.000,-3.553,-0.125,-0.096,0.210,0.160
2540,-3.745,-2.956,-3.543,-0.951,0.000,-3.558,-0.104,-0.096,0.534,0.490
2541,-3.750,-2.354,-3.581,-1.045,0.000,-3.562,-0.097,-0.096,0.158,0.130
2542,-3.755,-1.283,-3.623,-1.096,0.000,-3.566,-0.080,-0.097,0.424,0.400
2543,-3.761,-0.426,-3.667,-1.113,0.000,-3.569,-0.090,-0.097,-0.229,-0.240
2544,-3.766,0.259,-3.711,-1.103,0.000,-3.573,-0.105,-0.098,-0.382,-0.400
2545,-3.771,0.807,-3.756,-1.071,0.000,-3.577,-0.106,-0.099,-0.031,-0.060
2546,-3.776,1.246,-3.798,-1.021,0.000,-3.581,-0.113,-0.099,-0.181,-0.210
2547,-3.781,1.597,-3.839,-0.957,0.000,-3.586,-0.124,-0.100,-0.266,-0.300
2548,-3.786,1.877,-3.877,-0.882,0.000,-3.591,-0.116,-0.100,0.191,0.150
2549,-3.791,2.102,-3.913,-0.798,0.000,-3.596,-0.113,-0.100,0.085,0.050
2550,-3.797,2.281,-3.945,-0.706,0.000,-3.600,-0.124,-0.100,-0.287,-0.320
2551,-3.802,2.425,-3.973,-0.609,0.000,-3.605,-0.113,-0.101,0.291,0.250
2552,-3.807,2.540,-3.997,-0.508,0.000,-3.610,-0.099,-0.101,0.352,0.320
2553,-3.812,2.632,-4.018,-0.403,0.000,-3.614,-0.107,-0.101,-0.208,-0.230
2554,-3.817,2.706,-4.034,-0.294,0.000,-3.618,-0.091,-0.102,0.408,0.380
2555,-3.822,2.765,-4.045,-0.184,0.000,-3.621,-0.085,-0.102,0.145,0.130
2556,-3.827,2.812,-4.053,-0.071,0.000,-3.625,-0.104,-0.103,-0.469,-0.480
2557,-3.832,2.849,-4.056,0.043,0.000,-3.629,-0.085,-0.104,0.475,0.450
2558,-3.837,2.879,-4.054,0.158,0.000,-3.632,-0.089,-0.104,-0.111,-0.120
2559,-3.842,2.904,-4.048,0.274,0.000,-3.636,-0.075,-0.105,0.343,0.330
